Symbol,Date,Open,High,Low,Close,Volume,MarketState
GBPUSD,2001.11.08,1.46370,1.46630,1.45230,1.45400,8429,UNKNOWN
GBPUSD,2001.11.09,1.45410,1.45950,1.44740,1.45630,8439,UNKNOWN
GBPUSD,2001.11.12,1.45640,1.46200,1.45100,1.45460,5493,UNKNOWN
GBPUSD,2001.11.13,1.45460,1.45530,1.43980,1.44120,9707,UNKNOWN
GBPUSD,2001.11.14,1.44160,1.44560,1.43490,1.44190,8961,UNKNOWN
GBPUSD,2001.11.15,1.44190,1.44270,1.43040,1.43210,8436,UNKNOWN
GBPUSD,2001.11.16,1.43210,1.43680,1.42630,1.42700,9181,UNKNOWN
GBPUSD,2001.11.19,1.42800,1.42850,1.40860,1.41370,9623,UNKNOWN
GBPUSD,2001.11.20,1.41440,1.42180,1.41260,1.41980,9926,UNKNOWN
GBPUSD,2001.11.21,1.41980,1.42140,1.41200,1.41610,9560,UNKNOWN
GBPUSD,2001.11.22,1.41630,1.41810,1.40990,1.41060,8584,UNKNOWN
GBPUSD,2001.11.23,1.41050,1.41710,1.40400,1.40930,9075,UNKNOWN
GBPUSD,2001.11.26,1.40990,1.42080,1.40960,1.41270,9344,UNKNOWN
GBPUSD,2001.11.27,1.41260,1.41670,1.40620,1.41470,9524,UNKNOWN
GBPUSD,2001.11.28,1.41510,1.42650,1.41300,1.42570,9299,UNKNOWN
GBPUSD,2001.11.29,1.42560,1.42900,1.42080,1.42670,9230,UNKNOWN
GBPUSD,2001.11.30,1.42660,1.42970,1.42200,1.42420,9988,UNKNOWN
GBPUSD,2001.12.03,1.42330,1.42630,1.41870,1.42390,9334,UNKNOWN
GBPUSD,2001.12.04,1.42380,1.42560,1.41990,1.42300,8924,UNKNOWN
GBPUSD,2001.12.05,1.42310,1.42460,1.41390,1.41650,9440,UNKNOWN
GBPUSD,2001.12.06,1.41640,1.42960,1.41480,1.42830,8036,UNKNOWN
GBPUSD,2001.12.07,1.42840,1.43410,1.42360,1.43380,9204,UNKNOWN
GBPUSD,2001.12.10,1.43220,1.43610,1.42710,1.43550,8783,UNKNOWN
GBPUSD,2001.12.11,1.43550,1.44000,1.43080,1.43940,9128,UNKNOWN
GBPUSD,2001.12.12,1.43930,1.44780,1.43780,1.44610,9528,UNKNOWN
GBPUSD,2001.12.13,1.44620,1.44910,1.43950,1.43990,8656,UNKNOWN
GBPUSD,2001.12.14,1.44050,1.45690,1.43960,1.45410,9857,UNKNOWN
GBPUSD,2001.12.17,1.45360,1.46110,1.45220,1.45890,9426,UNKNOWN
GBPUSD,2001.12.18,1.45910,1.46090,1.45360,1.45730,9218,UNKNOWN
GBPUSD,2001.12.19,1.45730,1.45750,1.44630,1.45070,9678,UNKNOWN
GBPUSD,2001.12.20,1.45090,1.45130,1.44200,1.44900,9361,UNKNOWN
GBPUSD,2001.12.21,1.44870,1.45380,1.43420,1.44160,10944,UNKNOWN
GBPUSD,2001.12.24,1.44070,1.44410,1.43260,1.44190,8851,UNKNOWN
GBPUSD,2001.12.25,1.44190,1.44640,1.43930,1.44340,1406,UNKNOWN
GBPUSD,2001.12.26,1.44330,1.45520,1.43700,1.45260,7208,UNKNOWN
GBPUSD,2001.12.27,1.45260,1.45550,1.44400,1.45090,10873,UNKNOWN
GBPUSD,2001.12.28,1.45080,1.45200,1.44400,1.45130,8775,UNKNOWN
GBPUSD,2001.12.31,1.45060,1.45650,1.44750,1.45460,7326,UNKNOWN
GBPUSD,2002.01.01,1.45450,1.45500,1.45200,1.45320,78,UNKNOWN
GBPUSD,2002.01.02,1.45310,1.45590,1.44200,1.44670,9160,UNKNOWN
GBPUSD,2002.01.03,1.44610,1.44870,1.43620,1.43880,9826,UNKNOWN
GBPUSD,2002.01.04,1.43900,1.44750,1.43750,1.44730,9731,UNKNOWN
GBPUSD,2002.01.07,1.44690,1.44830,1.43380,1.44050,9505,UNKNOWN
GBPUSD,2002.01.08,1.44060,1.44390,1.43690,1.43870,10263,UNKNOWN
GBPUSD,2002.01.09,1.43880,1.44390,1.43380,1.43750,10061,UNKNOWN
GBPUSD,2002.01.10,1.43750,1.44640,1.43700,1.43830,9439,UNKNOWN
GBPUSD,2002.01.11,1.43820,1.44970,1.43720,1.44800,9751,UNKNOWN
GBPUSD,2002.01.14,1.44980,1.45210,1.44640,1.44960,8756,UNKNOWN
GBPUSD,2002.01.15,1.44960,1.45030,1.43920,1.44130,9626,UNKNOWN
GBPUSD,2002.01.16,1.44130,1.44200,1.43430,1.43740,9433,UNKNOWN
GBPUSD,2002.01.17,1.43760,1.43970,1.42980,1.43560,9866,UNKNOWN
GBPUSD,2002.01.18,1.43570,1.43950,1.43200,1.43820,9245,UNKNOWN
GBPUSD,2002.01.21,1.43740,1.44220,1.43410,1.43530,7960,UNKNOWN
GBPUSD,2002.01.22,1.43580,1.43630,1.42630,1.42900,9982,UNKNOWN
GBPUSD,2002.01.23,1.42880,1.43480,1.42180,1.42430,9311,UNKNOWN
GBPUSD,2002.01.24,1.42430,1.42730,1.41990,1.42500,9376,UNKNOWN
GBPUSD,2002.01.25,1.42550,1.42600,1.40620,1.40830,9246,UNKNOWN
GBPUSD,2002.01.28,1.40840,1.41220,1.40430,1.40900,10891,UNKNOWN
GBPUSD,2002.01.29,1.40910,1.41490,1.40410,1.41400,9761,UNKNOWN
GBPUSD,2002.01.30,1.41400,1.41850,1.40990,1.41530,9766,UNKNOWN
GBPUSD,2002.01.31,1.41500,1.41620,1.40860,1.41060,9333,UNKNOWN
GBPUSD,2002.02.01,1.41050,1.41830,1.40580,1.41620,8947,UNKNOWN
GBPUSD,2002.02.04,1.41440,1.42400,1.41400,1.42270,8215,UNKNOWN
GBPUSD,2002.02.05,1.42280,1.42480,1.41270,1.41560,8583,UNKNOWN
GBPUSD,2002.02.06,1.41570,1.41660,1.41050,1.41240,9094,UNKNOWN
GBPUSD,2002.02.07,1.41230,1.41510,1.40650,1.41420,9463,UNKNOWN
GBPUSD,2002.02.08,1.41410,1.41900,1.41060,1.41510,9047,UNKNOWN
GBPUSD,2002.02.11,1.41320,1.42520,1.41300,1.42210,8361,UNKNOWN
GBPUSD,2002.02.12,1.42230,1.43500,1.42170,1.43250,8325,UNKNOWN
GBPUSD,2002.02.13,1.43250,1.43630,1.42740,1.42860,8504,UNKNOWN
GBPUSD,2002.02.14,1.42850,1.43160,1.42510,1.43050,8400,UNKNOWN
GBPUSD,2002.02.15,1.43100,1.43390,1.42650,1.43250,8472,UNKNOWN
GBPUSD,2002.02.18,1.43200,1.43430,1.42750,1.42840,6242,UNKNOWN
GBPUSD,2002.02.19,1.42840,1.43370,1.42230,1.43160,8442,UNKNOWN
GBPUSD,2002.02.20,1.43150,1.43310,1.42590,1.42700,8246,UNKNOWN
GBPUSD,2002.02.21,1.42690,1.42900,1.42360,1.42640,8692,UNKNOWN
GBPUSD,2002.02.22,1.42630,1.43440,1.42400,1.43340,8920,UNKNOWN
GBPUSD,2002.02.25,1.43160,1.43290,1.42390,1.42520,8257,UNKNOWN
GBPUSD,2002.02.26,1.42520,1.42840,1.41400,1.41700,9257,UNKNOWN
GBPUSD,2002.02.27,1.41660,1.42150,1.41440,1.41890,9176,UNKNOWN
GBPUSD,2002.02.28,1.41920,1.42020,1.41080,1.41680,9833,UNKNOWN
GBPUSD,2002.03.01,1.41700,1.42380,1.41530,1.41810,9280,UNKNOWN
GBPUSD,2002.03.04,1.41900,1.42510,1.41550,1.42300,8312,UNKNOWN
GBPUSD,2002.03.05,1.42360,1.42540,1.41740,1.42390,9055,UNKNOWN
GBPUSD,2002.03.06,1.42370,1.42570,1.41990,1.42260,9095,UNKNOWN
GBPUSD,2002.03.07,1.42270,1.43120,1.41820,1.42790,9668,UNKNOWN
GBPUSD,2002.03.08,1.42790,1.42820,1.41880,1.42300,9631,UNKNOWN
GBPUSD,2002.03.11,1.42180,1.42290,1.41820,1.41950,8495,UNKNOWN
GBPUSD,2002.03.12,1.41960,1.42070,1.40880,1.41570,8413,UNKNOWN
GBPUSD,2002.03.13,1.41560,1.41770,1.40880,1.41460,9070,UNKNOWN
GBPUSD,2002.03.14,1.41490,1.42270,1.41420,1.42040,9031,UNKNOWN
GBPUSD,2002.03.15,1.42040,1.42720,1.41970,1.42480,8961,UNKNOWN
GBPUSD,2002.03.18,1.42330,1.42770,1.42060,1.42650,7979,UNKNOWN
GBPUSD,2002.03.19,1.42640,1.43020,1.42040,1.42320,8441,UNKNOWN
GBPUSD,2002.03.20,1.42320,1.43180,1.41950,1.43100,8750,UNKNOWN
GBPUSD,2002.03.21,1.43130,1.43270,1.42350,1.42680,9271,UNKNOWN
GBPUSD,2002.03.22,1.42700,1.42860,1.42330,1.42610,8896,UNKNOWN
GBPUSD,2002.03.25,1.42520,1.42900,1.42240,1.42600,9272,UNKNOWN
GBPUSD,2002.03.26,1.42610,1.42870,1.42220,1.42600,9191,UNKNOWN
GBPUSD,2002.03.27,1.42600,1.42780,1.42090,1.42420,9044,UNKNOWN
GBPUSD,2002.03.28,1.42450,1.42750,1.42200,1.42560,9346,UNKNOWN
GBPUSD,2002.03.29,1.42550,1.42670,1.42300,1.42590,4524,UNKNOWN
GBPUSD,2002.04.01,1.42570,1.44310,1.42480,1.44080,7066,UNKNOWN
GBPUSD,2002.04.02,1.44070,1.44150,1.43520,1.43600,9144,UNKNOWN
GBPUSD,2002.04.03,1.43580,1.43880,1.43330,1.43580,8933,UNKNOWN
GBPUSD,2002.04.04,1.43590,1.44010,1.43250,1.43360,9887,UNKNOWN
GBPUSD,2002.04.05,1.43380,1.43800,1.43190,1.43210,8076,UNKNOWN
GBPUSD,2002.04.08,1.43060,1.43630,1.42860,1.43090,8515,UNKNOWN
GBPUSD,2002.04.09,1.43090,1.43760,1.42980,1.43680,8638,UNKNOWN
GBPUSD,2002.04.10,1.43680,1.43940,1.43530,1.43640,8747,UNKNOWN
GBPUSD,2002.04.11,1.43650,1.44080,1.43380,1.43830,8859,UNKNOWN
GBPUSD,2002.04.12,1.43820,1.43850,1.43510,1.43610,8655,UNKNOWN
GBPUSD,2002.04.15,1.43610,1.43890,1.43400,1.43700,8263,UNKNOWN
GBPUSD,2002.04.16,1.43710,1.44110,1.43540,1.43970,7960,UNKNOWN
GBPUSD,2002.04.17,1.43990,1.44650,1.43830,1.44590,9148,UNKNOWN
GBPUSD,2002.04.18,1.44610,1.44930,1.44380,1.44760,9046,UNKNOWN
GBPUSD,2002.04.19,1.44750,1.45010,1.44540,1.44760,7806,UNKNOWN
GBPUSD,2002.04.22,1.44640,1.45150,1.44550,1.45080,7965,UNKNOWN
GBPUSD,2002.04.23,1.45120,1.45160,1.44620,1.44760,7730,UNKNOWN
GBPUSD,2002.04.24,1.44740,1.45100,1.44530,1.44960,7386,UNKNOWN
GBPUSD,2002.04.25,1.44950,1.45620,1.44870,1.45550,8032,UNKNOWN
GBPUSD,2002.04.26,1.45500,1.45880,1.45060,1.45830,7979,UNKNOWN
GBPUSD,2002.04.29,1.45690,1.46360,1.45620,1.45870,8620,UNKNOWN
GBPUSD,2002.04.30,1.45880,1.45910,1.45540,1.45790,8050,UNKNOWN
GBPUSD,2002.05.01,1.45780,1.46670,1.45490,1.46520,7717,UNKNOWN
GBPUSD,2002.05.02,1.46510,1.46810,1.46080,1.46320,9326,UNKNOWN
GBPUSD,2002.05.03,1.46300,1.47080,1.45990,1.46910,8206,UNKNOWN
GBPUSD,2002.05.06,1.46830,1.46980,1.46620,1.46840,6737,UNKNOWN
GBPUSD,2002.05.07,1.46850,1.46950,1.46300,1.46700,8277,UNKNOWN
GBPUSD,2002.05.08,1.46680,1.46730,1.45310,1.45620,8853,UNKNOWN
GBPUSD,2002.05.09,1.45620,1.46190,1.45480,1.46010,7857,UNKNOWN
GBPUSD,2002.05.10,1.46010,1.46580,1.45830,1.46410,8942,UNKNOWN
GBPUSD,2002.05.13,1.46340,1.46520,1.45540,1.45770,8591,UNKNOWN
GBPUSD,2002.05.14,1.45750,1.45850,1.44600,1.45010,9429,UNKNOWN
GBPUSD,2002.05.15,1.45020,1.46110,1.44730,1.46050,8742,UNKNOWN
GBPUSD,2002.05.16,1.46030,1.46170,1.45430,1.45630,8781,UNKNOWN
GBPUSD,2002.05.17,1.45580,1.46280,1.45470,1.45820,9242,UNKNOWN
GBPUSD,2002.05.20,1.45930,1.46340,1.45720,1.45870,8968,UNKNOWN
GBPUSD,2002.05.21,1.45880,1.46130,1.45320,1.45940,9438,UNKNOWN
GBPUSD,2002.05.22,1.45920,1.46340,1.45680,1.45920,9046,UNKNOWN
GBPUSD,2002.05.23,1.45920,1.46220,1.45080,1.45470,9070,UNKNOWN
GBPUSD,2002.05.24,1.45440,1.45950,1.45080,1.45810,8625,UNKNOWN
GBPUSD,2002.05.27,1.45680,1.45880,1.45400,1.45640,6600,UNKNOWN
GBPUSD,2002.05.28,1.45620,1.46390,1.45540,1.45900,7902,UNKNOWN
GBPUSD,2002.05.29,1.45930,1.46310,1.45670,1.46290,8504,UNKNOWN
GBPUSD,2002.05.30,1.46300,1.46900,1.46150,1.46440,8916,UNKNOWN
GBPUSD,2002.05.31,1.46420,1.46800,1.45380,1.45430,8890,UNKNOWN
GBPUSD,2002.06.03,1.45710,1.46410,1.45440,1.46330,7932,UNKNOWN
GBPUSD,2002.06.04,1.46340,1.46690,1.45760,1.45860,8719,UNKNOWN
GBPUSD,2002.06.05,1.45840,1.46070,1.45320,1.45970,8848,UNKNOWN
GBPUSD,2002.06.06,1.45950,1.46110,1.45410,1.45980,8726,UNKNOWN
GBPUSD,2002.06.07,1.46000,1.46320,1.45780,1.45990,7975,UNKNOWN
GBPUSD,2002.06.10,1.45940,1.46320,1.45510,1.46020,7735,UNKNOWN
GBPUSD,2002.06.11,1.46000,1.47330,1.45940,1.47180,8547,UNKNOWN
GBPUSD,2002.06.12,1.47180,1.47590,1.46800,1.46990,8819,UNKNOWN
GBPUSD,2002.06.13,1.47030,1.47450,1.46840,1.47220,8619,UNKNOWN
GBPUSD,2002.06.14,1.47240,1.48030,1.46980,1.47720,8101,UNKNOWN
GBPUSD,2002.06.17,1.47700,1.48000,1.47490,1.47980,7205,UNKNOWN
GBPUSD,2002.06.18,1.47990,1.49340,1.47820,1.49180,9139,UNKNOWN
GBPUSD,2002.06.19,1.49140,1.49520,1.48730,1.49220,8614,UNKNOWN
GBPUSD,2002.06.20,1.49230,1.50140,1.48850,1.49860,8790,UNKNOWN
GBPUSD,2002.06.21,1.49850,1.50190,1.49500,1.49750,8259,UNKNOWN
GBPUSD,2002.06.24,1.49630,1.50850,1.49480,1.50090,9382,UNKNOWN
GBPUSD,2002.06.25,1.50110,1.50910,1.49800,1.50830,9425,UNKNOWN
GBPUSD,2002.06.26,1.50830,1.53170,1.50770,1.52570,10873,UNKNOWN
GBPUSD,2002.06.27,1.52570,1.53040,1.51720,1.52930,9545,UNKNOWN
GBPUSD,2002.06.28,1.52900,1.53810,1.52160,1.53310,9649,UNKNOWN
GBPUSD,2002.07.01,1.53230,1.53490,1.52850,1.53330,8206,UNKNOWN
GBPUSD,2002.07.02,1.53310,1.53660,1.52300,1.53560,9329,UNKNOWN
GBPUSD,2002.07.03,1.53520,1.53530,1.52230,1.52660,8989,UNKNOWN
GBPUSD,2002.07.04,1.52710,1.52820,1.52300,1.52580,8020,UNKNOWN
GBPUSD,2002.07.05,1.52630,1.52710,1.51500,1.52250,8133,UNKNOWN
GBPUSD,2002.07.08,1.52440,1.54570,1.52300,1.54360,9509,UNKNOWN
GBPUSD,2002.07.09,1.54330,1.54950,1.53980,1.54780,9092,UNKNOWN
GBPUSD,2002.07.10,1.54780,1.55310,1.54470,1.54940,9278,UNKNOWN
GBPUSD,2002.07.11,1.54860,1.55820,1.54160,1.55270,9734,UNKNOWN
GBPUSD,2002.07.12,1.55260,1.55430,1.54650,1.55360,9310,UNKNOWN
GBPUSD,2002.07.15,1.55140,1.57360,1.55100,1.57000,9211,UNKNOWN
GBPUSD,2002.07.16,1.56950,1.57850,1.56850,1.57610,10573,UNKNOWN
GBPUSD,2002.07.17,1.57630,1.57790,1.56200,1.57150,10068,UNKNOWN
GBPUSD,2002.07.18,1.57130,1.57430,1.56190,1.57380,9433,UNKNOWN
GBPUSD,2002.07.19,1.57400,1.58580,1.57210,1.57730,10198,UNKNOWN
GBPUSD,2002.07.22,1.57540,1.58200,1.57110,1.57930,10397,UNKNOWN
GBPUSD,2002.07.23,1.57900,1.57920,1.55540,1.56250,10556,UNKNOWN
GBPUSD,2002.07.24,1.56250,1.57800,1.55870,1.57160,10896,UNKNOWN
GBPUSD,2002.07.25,1.57170,1.58670,1.57050,1.58420,9164,UNKNOWN
GBPUSD,2002.07.26,1.58360,1.58420,1.56170,1.56570,10448,UNKNOWN
GBPUSD,2002.07.29,1.56540,1.56880,1.55650,1.56410,9347,UNKNOWN
GBPUSD,2002.07.30,1.56430,1.57450,1.56070,1.57190,9498,UNKNOWN
GBPUSD,2002.07.31,1.57180,1.57370,1.55650,1.56310,9724,UNKNOWN
GBPUSD,2002.08.01,1.56330,1.56520,1.54700,1.56110,9679,UNKNOWN
GBPUSD,2002.08.02,1.56120,1.57290,1.55980,1.56980,10009,UNKNOWN
GBPUSD,2002.08.05,1.56970,1.57130,1.55970,1.56030,9376,UNKNOWN
GBPUSD,2002.08.06,1.56020,1.56120,1.53430,1.53860,10536,UNKNOWN
GBPUSD,2002.08.07,1.53870,1.54270,1.53120,1.53800,9488,UNKNOWN
GBPUSD,2002.08.08,1.53860,1.54190,1.52510,1.53140,9811,UNKNOWN
GBPUSD,2002.08.09,1.53150,1.53680,1.52090,1.52450,9340,UNKNOWN
GBPUSD,2002.08.12,1.52340,1.53340,1.52270,1.53130,9567,UNKNOWN
GBPUSD,2002.08.13,1.53150,1.53920,1.52500,1.53860,9583,UNKNOWN
GBPUSD,2002.08.14,1.53850,1.54720,1.53420,1.53470,9964,UNKNOWN
GBPUSD,2002.08.15,1.53480,1.54090,1.52990,1.53660,9054,UNKNOWN
GBPUSD,2002.08.16,1.53630,1.53990,1.53200,1.53900,8574,UNKNOWN
GBPUSD,2002.08.19,1.53940,1.54480,1.52490,1.52730,8483,UNKNOWN
GBPUSD,2002.08.20,1.52750,1.53060,1.52160,1.52840,8807,UNKNOWN
GBPUSD,2002.08.21,1.52850,1.53470,1.52100,1.53160,8572,UNKNOWN
GBPUSD,2002.08.22,1.53150,1.53150,1.51770,1.52010,9017,UNKNOWN
GBPUSD,2002.08.23,1.52010,1.52330,1.51620,1.52060,8438,UNKNOWN
GBPUSD,2002.08.26,1.52100,1.52480,1.51830,1.52130,7535,UNKNOWN
GBPUSD,2002.08.27,1.52140,1.53580,1.51960,1.53360,7025,UNKNOWN
GBPUSD,2002.08.28,1.53340,1.53780,1.53090,1.53290,8878,UNKNOWN
GBPUSD,2002.08.29,1.53300,1.55030,1.53190,1.54750,9259,UNKNOWN
GBPUSD,2002.08.30,1.54770,1.55490,1.54510,1.54980,8490,UNKNOWN
GBPUSD,2002.09.02,1.54910,1.55200,1.54620,1.54850,8359,UNKNOWN
GBPUSD,2002.09.03,1.54870,1.56610,1.54840,1.56510,10241,UNKNOWN
GBPUSD,2002.09.04,1.56510,1.56760,1.56030,1.56410,9990,UNKNOWN
GBPUSD,2002.09.05,1.56390,1.57320,1.56280,1.56510,10083,UNKNOWN
GBPUSD,2002.09.06,1.56510,1.57100,1.55620,1.55850,10727,UNKNOWN
GBPUSD,2002.09.09,1.55870,1.56250,1.55510,1.55660,8449,UNKNOWN
GBPUSD,2002.09.10,1.55660,1.56200,1.55110,1.55540,9905,UNKNOWN
GBPUSD,2002.09.11,1.55560,1.55820,1.54730,1.55400,10340,UNKNOWN
GBPUSD,2002.09.12,1.55380,1.56210,1.55150,1.56090,10000,UNKNOWN
GBPUSD,2002.09.13,1.56110,1.56570,1.54980,1.55110,11076,UNKNOWN
GBPUSD,2002.09.16,1.55070,1.55300,1.53990,1.54080,9648,UNKNOWN
GBPUSD,2002.09.17,1.54090,1.54300,1.52830,1.54150,11206,UNKNOWN
GBPUSD,2002.09.18,1.54180,1.55310,1.53540,1.54940,10829,UNKNOWN
GBPUSD,2002.09.19,1.54920,1.55960,1.54850,1.55810,10676,UNKNOWN
GBPUSD,2002.09.20,1.55830,1.55930,1.54530,1.55470,9831,UNKNOWN
GBPUSD,2002.09.23,1.55460,1.56170,1.54850,1.55030,9642,UNKNOWN
GBPUSD,2002.09.24,1.55000,1.56370,1.54830,1.56290,10618,UNKNOWN
GBPUSD,2002.09.25,1.56310,1.56720,1.55650,1.55740,10651,UNKNOWN
GBPUSD,2002.09.26,1.55730,1.56250,1.55450,1.55870,9522,UNKNOWN
GBPUSD,2002.09.27,1.55850,1.56160,1.55160,1.56100,9722,UNKNOWN
GBPUSD,2002.09.30,1.56100,1.57460,1.55990,1.56810,10179,UNKNOWN
GBPUSD,2002.10.01,1.56810,1.57670,1.56300,1.56320,10234,UNKNOWN
GBPUSD,2002.10.02,1.56360,1.57050,1.56070,1.56980,10608,UNKNOWN
GBPUSD,2002.10.03,1.56950,1.57350,1.56730,1.56970,9582,UNKNOWN
GBPUSD,2002.10.04,1.57010,1.57100,1.56400,1.56510,9769,UNKNOWN
GBPUSD,2002.10.07,1.56440,1.56780,1.56220,1.56550,9436,UNKNOWN
GBPUSD,2002.10.08,1.56560,1.56940,1.55200,1.55360,10234,UNKNOWN
GBPUSD,2002.10.09,1.55360,1.56620,1.55050,1.56540,10929,UNKNOWN
GBPUSD,2002.10.10,1.56520,1.56900,1.56100,1.56450,10302,UNKNOWN
GBPUSD,2002.10.11,1.56450,1.56570,1.55790,1.56170,7752,UNKNOWN
GBPUSD,2002.10.14,1.56210,1.56530,1.55540,1.55770,9370,UNKNOWN
GBPUSD,2002.10.15,1.55770,1.55850,1.54830,1.55200,11833,UNKNOWN
GBPUSD,2002.10.16,1.55280,1.55630,1.54960,1.55300,12273,UNKNOWN
GBPUSD,2002.10.17,1.55280,1.55820,1.54920,1.55060,11587,UNKNOWN
GBPUSD,2002.10.18,1.55030,1.55210,1.54310,1.54580,10296,UNKNOWN
GBPUSD,2002.10.21,1.54590,1.55190,1.54110,1.54320,10677,UNKNOWN
GBPUSD,2002.10.22,1.54300,1.54980,1.54100,1.54570,10687,UNKNOWN
GBPUSD,2002.10.23,1.54560,1.55130,1.54250,1.54720,11266,UNKNOWN
GBPUSD,2002.10.24,1.54750,1.55540,1.54450,1.55440,11571,UNKNOWN
GBPUSD,2002.10.25,1.55410,1.55700,1.54990,1.55070,10470,UNKNOWN
GBPUSD,2002.10.28,1.54820,1.56230,1.54500,1.55970,9866,UNKNOWN
GBPUSD,2002.10.29,1.56050,1.56100,1.55430,1.55650,9789,UNKNOWN
GBPUSD,2002.10.30,1.55670,1.55900,1.55470,1.55610,9225,UNKNOWN
GBPUSD,2002.10.31,1.55630,1.56570,1.55550,1.56520,10486,UNKNOWN
GBPUSD,2002.11.01,1.56540,1.56780,1.56080,1.56510,10154,UNKNOWN
GBPUSD,2002.11.04,1.56430,1.56520,1.55220,1.55770,8771,UNKNOWN
GBPUSD,2002.11.05,1.55770,1.56730,1.55540,1.56130,9793,UNKNOWN
GBPUSD,2002.11.06,1.56130,1.56580,1.55620,1.56470,9762,UNKNOWN
GBPUSD,2002.11.07,1.56460,1.58180,1.56250,1.57970,10878,UNKNOWN
GBPUSD,2002.11.08,1.57940,1.59310,1.57820,1.59180,10191,UNKNOWN
GBPUSD,2002.11.11,1.59030,1.59720,1.58590,1.58730,9060,UNKNOWN
GBPUSD,2002.11.12,1.58740,1.59320,1.58350,1.58960,10485,UNKNOWN
GBPUSD,2002.11.13,1.58980,1.59030,1.58410,1.58670,9991,UNKNOWN
GBPUSD,2002.11.14,1.58670,1.58970,1.57780,1.57840,10165,UNKNOWN
GBPUSD,2002.11.15,1.57860,1.58210,1.57290,1.58010,10414,UNKNOWN
GBPUSD,2002.11.18,1.58100,1.58320,1.57750,1.58080,10625,UNKNOWN
GBPUSD,2002.11.19,1.58080,1.59160,1.57730,1.58010,10547,UNKNOWN
GBPUSD,2002.11.20,1.58020,1.58080,1.57010,1.57150,10545,UNKNOWN
GBPUSD,2002.11.21,1.57110,1.58250,1.57070,1.58110,9645,UNKNOWN
GBPUSD,2002.11.22,1.58110,1.58520,1.57720,1.57990,9748,UNKNOWN
GBPUSD,2002.11.25,1.57810,1.57910,1.56270,1.56450,10055,UNKNOWN
GBPUSD,2002.11.26,1.56420,1.56670,1.54550,1.55250,10298,UNKNOWN
GBPUSD,2002.11.27,1.55250,1.55440,1.54120,1.54700,9743,UNKNOWN
GBPUSD,2002.11.28,1.54710,1.55500,1.54520,1.54970,8350,UNKNOWN
GBPUSD,2002.11.29,1.54970,1.55860,1.54710,1.55750,9556,UNKNOWN
GBPUSD,2002.12.02,1.55730,1.55960,1.54500,1.55820,9251,UNKNOWN
GBPUSD,2002.12.03,1.55810,1.57220,1.55500,1.56950,10803,UNKNOWN
GBPUSD,2002.12.04,1.56940,1.57610,1.56750,1.57080,10066,UNKNOWN
GBPUSD,2002.12.05,1.57090,1.57400,1.56610,1.57070,10120,UNKNOWN
GBPUSD,2002.12.06,1.57070,1.58000,1.56770,1.57680,10221,UNKNOWN
GBPUSD,2002.12.09,1.57840,1.58200,1.57490,1.58150,10339,UNKNOWN
GBPUSD,2002.12.10,1.58160,1.58410,1.56820,1.57040,10174,UNKNOWN
GBPUSD,2002.12.11,1.57090,1.57800,1.56860,1.57710,10491,UNKNOWN
GBPUSD,2002.12.12,1.57620,1.58270,1.57210,1.58160,10685,UNKNOWN
GBPUSD,2002.12.13,1.58140,1.59120,1.57750,1.59050,10595,UNKNOWN
GBPUSD,2002.12.16,1.58910,1.59400,1.58640,1.59070,10547,UNKNOWN
GBPUSD,2002.12.17,1.59080,1.60210,1.58940,1.59830,11525,UNKNOWN
GBPUSD,2002.12.18,1.59820,1.60470,1.59540,1.60410,10725,UNKNOWN
GBPUSD,2002.12.19,1.60480,1.60650,1.59830,1.60370,11176,UNKNOWN
GBPUSD,2002.12.20,1.60270,1.60520,1.60040,1.60300,10362,UNKNOWN
GBPUSD,2002.12.23,1.60190,1.60690,1.58680,1.59410,9683,UNKNOWN
GBPUSD,2002.12.24,1.59440,1.59740,1.58970,1.59460,8205,UNKNOWN
GBPUSD,2002.12.25,1.59530,1.59840,1.59270,1.59550,1181,UNKNOWN
GBPUSD,2002.12.26,1.59450,1.60120,1.59390,1.59990,6494,UNKNOWN
GBPUSD,2002.12.27,1.60030,1.60450,1.59820,1.60410,9520,UNKNOWN
GBPUSD,2002.12.30,1.60320,1.60620,1.60100,1.60290,9670,UNKNOWN
GBPUSD,2002.12.31,1.60280,1.61380,1.60060,1.60970,8936,UNKNOWN
GBPUSD,2003.01.01,1.60980,1.61160,1.60940,1.61000,211,UNKNOWN
GBPUSD,2003.01.02,1.61000,1.61100,1.59180,1.59400,9829,UNKNOWN
GBPUSD,2003.01.03,1.59390,1.61150,1.59050,1.61090,10869,UNKNOWN
GBPUSD,2003.01.06,1.60900,1.61630,1.60540,1.60570,10992,UNKNOWN
GBPUSD,2003.01.07,1.60580,1.60900,1.60180,1.60470,11146,UNKNOWN
GBPUSD,2003.01.08,1.60420,1.61530,1.59640,1.61240,11762,UNKNOWN
GBPUSD,2003.01.09,1.61290,1.61680,1.60280,1.60740,11461,UNKNOWN
GBPUSD,2003.01.10,1.60740,1.61510,1.60410,1.60760,10998,UNKNOWN
GBPUSD,2003.01.13,1.60900,1.61000,1.59910,1.60020,10816,UNKNOWN
GBPUSD,2003.01.14,1.60010,1.61200,1.59860,1.60330,11316,UNKNOWN
GBPUSD,2003.01.15,1.60360,1.60750,1.59550,1.60410,11184,UNKNOWN
